street,city,size,price,first_seen,site,type,open
Lange Herenvest,haarlem,48.0,1150.00,2019-02-16 18:26:09.105620+00:00,parius,Exclusief,True
Zijlweg,haarlem,110.0,1175.00,2019-01-01 22:54:10.024542+00:00,parius,Tuin,True
Lauwerecht 90 Bc,utrecht,57.0,1100.00,2019-02-14 16:06:46.557919+00:00,jaap,Appartement,True
Reykjavikplein,utrecht,23.0,695.00,2019-01-04 21:22:35.305978+00:00,parius,Vloerbedekking: Kunststof,False
Oudekamp,utrecht,35.0,950.00,2019-02-14 16:06:57.799200+00:00,jaap,Studio,True
Paramariboplein,amsterdam,70.0,1200.00,2019-02-11 16:08:57.268356+00:00,huurstunt,Appartement,False
Monnetlaan,utrecht,40.0,895.00,2019-02-16 18:39:49.171715+00:00,parius,Tuin,True
Tweede Atjehstraat,amsterdam,45.0,1250.00,2019-02-11 16:09:07.468511+00:00,huurstunt,Appartement,False
Surinameweg,haarlem,,905.00,2019-01-05 19:00:42.552819+00:00,huurwoningen,Huis (Eengezinswoning),False
De Egmondenstraat,amsterdam,14.0,600.00,2019-01-05 19:00:03.846175+00:00,huurwoningen,Kamer (Kamer),False
Surinameweg,haarlem,,940.00,2019-01-05 19:00:58.068924+00:00,huurwoningen,Huis (Eengezinswoning),False
Transvaalstraat,haarlem,50.0,1150.00,2019-01-05 19:01:11.497735+00:00,huurwoningen,Appartement (Galerijflat),False
Voorhelmstraat,haarlem,50.0,1150.00,2019-01-05 19:01:28.458808+00:00,huurwoningen,Appartement (Portiekflat),False
Predikherenstraat,utrecht,31.0,900.00,2019-02-11 16:10:22.743186+00:00,huurstunt,Huurwoning,False
Vlamingstraat,haarlem,23.0,850.00,2019-01-08 08:44:40.355375+00:00,parius,Vloerbedekking: Kunststof,False
Pieter Nieuwlandstraat,utrecht,20.0,795.00,2019-02-06 16:03:24.616499+00:00,huurwoningen,Appartement (Portiekflat),True
Groest,hilversum,80.0,1245.00,2019-02-05 23:53:07.440926+00:00,parius,Balkon,True
Appartement Te Huur: Everard Foeckstraat In Utrech,utrecht,0.0,1225.00,2019-01-05 19:36:47.386898+00:00,jaap,,True
Raamvest,haarlem,27.0,825.00,2019-02-05 22:50:46.897578+00:00,parius,Balkon,False
Groeneweg,utrecht,25.0,750.00,2019-02-06 16:03:10.890527+00:00,huurwoningen,Appartement (Portiekflat),False
Eerste Spechtstraat 1 B,utrecht,30.0,850.00,2019-01-05 19:25:07.526275+00:00,jaap,Benedenwoning,False
Professor Kochstraat,hilversum,15.0,400.00,2019-02-05 23:49:35.231214+00:00,parius,Vloerbedekking: Laminaat,True
Van Leeuwenhoeckstraat 1 D,utrecht,30.0,995.00,2019-01-05 19:23:11.275242+00:00,jaap,Bovenwoning,False
Zijhuizen,haarlem,38.0,895.00,2019-01-01 22:47:28.292685+00:00,parius,"Prijs inclusief: Gas, Water, Electra",False
Surinameweg,haarlem,,905.00,2019-01-06 19:00:38.054844+00:00,huurwoningen,Huis (Eengezinswoning),False
H.j. Schimmelplein,utrecht,16.0,750.00,2019-02-11 16:10:37.925581+00:00,huurstunt,Appartement,False
Oude Torenstraat,hilversum,60.0,1100.00,2019-02-14 16:08:52.075981+00:00,jaap,Bovenwoning,True
Surinameweg,haarlem,,940.00,2019-01-06 19:00:27.647816+00:00,huurwoningen,Huis (Eengezinswoning),False
1e Spechtstraat,utrecht,30.0,850.00,2019-01-06 19:02:27.409545+00:00,huurwoningen,Appartement (Galerijflat),False
Prins Hendrikkade 16,amsterdam,147.0,955.00,2019-01-06 19:12:20.458011+00:00,jaap,Kantoorruimte,False
Zijhuizen,haarlem,40.0,865.00,2019-02-05 22:51:13.343024+00:00,parius,"Prijs inclusief: Gas, Water, Electra",True
Huygensstraat,hilversum,35.0,710.00,2019-02-06 16:27:34.168545+00:00,huurstunt,Appartement,False
Hilvertsweg,hilversum,35.0,580.00,2019-02-05 23:50:07.658546+00:00,parius,Tuin,True
Eosstraat,amsterdam,25.0,1090.00,2019-01-08 08:23:31.696093+00:00,parius,Tuin,False
Rudi Bloemgartensingel,amsterdam,71.0,823.00,2019-01-07 00:57:08.950209+00:00,parius,Apart toilet,False
Bellevuelaan,haarlem,90.0,1190.00,2019-02-21 16:01:33.647824+00:00,huurwoningen,Appartement (Portiekflat),True
Surinameweg,haarlem,,905.00,2019-01-03 19:00:55.794422+00:00,huurwoningen,Huis (Eengezinswoning),False
Van Leeuwenhoeckstraat 1 D,utrecht,30.0,995.00,2019-01-07 19:22:14.830056+00:00,jaap,Bovenwoning,False
De Egmondenstraat,amsterdam,14.0,600.00,2019-01-07 00:57:54.846599+00:00,parius,Vloerbedekking: Laminaat,False
Ceintuurbaan,amsterdam,36.0,1250.00,2019-02-14 16:09:54.702064+00:00,huurstunt,Appartement,False
Woning Te Huur: H A Lorentzweg In Bussum € 2750,hilversum,0.0,1100.00,2019-02-14 16:09:11.557804+00:00,jaap,,True
Burg Reigerstraat,utrecht,28.0,765.00,2018-12-30 18:05:24.056005+00:00,jaap,Studio,True
Huygensstraat,hilversum,31.0,710.00,2019-02-06 16:04:33.994486+00:00,huurwoningen,Appartement (Galerijflat),False
Korte Geuzenstraat,amsterdam,28.0,1150.00,2019-02-14 16:10:17.160541+00:00,huurstunt,Appartement,True
Ceintuurbaan,amsterdam,30.0,1250.00,2019-02-05 22:29:26.296930+00:00,parius,Vloerbedekking: Hout,True
Barbusselaan,amsterdam,67.0,1250.00,2019-02-14 16:10:08.947597+00:00,huurstunt,Appartement,False
Van Brakellaan,hilversum,65.0,1250.00,2019-02-06 16:04:46.503514+00:00,huurwoningen,Appartement (Portiekflat),True
Haparandaweg,amsterdam,27.0,1200.00,2019-02-05 22:31:27.630102+00:00,parius,Exclusief,True
Zijhuizen,haarlem,40.0,990.00,2019-01-07 01:17:08.204288+00:00,parius,Dakterras,False
Zijhuizen,haarlem,39.0,1215.00,2019-01-07 01:16:36.855224+00:00,parius,"Prijs inclusief: Gas, Water, Electra",False
Amsterdamsestraatweg,utrecht,45.0,1050.00,2019-02-10 16:09:10.941134+00:00,huurstunt,Appartement,True
Nachtwachtlaan 0 Ong,amsterdam,58.0,800.00,2018-12-31 21:28:07.463686+00:00,jaap,Appartement,False
Kapelstraat,hilversum,44.0,700.00,2019-02-11 16:11:49.636577+00:00,huurstunt,Appartement,False
Surinameweg,haarlem,,905.00,2019-01-07 19:00:44.207973+00:00,huurwoningen,Huis (Eengezinswoning),False
Melissekade,utrecht,105.0,935.00,2018-12-30 17:10:35.759830+00:00,huurwoningen,Appartement (Portiekflat),False
Othellodreef,utrecht,86.0,1250.00,2019-01-07 01:57:45.936664+00:00,parius,Vloerbedekking: Laminaat,False
Bos en Lommerweg,amsterdam,30.0,975.00,2019-01-07 19:00:05.320408+00:00,huurwoningen,Kamer (Kamer),False
Surinameweg,haarlem,,940.00,2019-01-07 19:00:58.646821+00:00,huurwoningen,Huis (Eengezinswoning),False
Berckheydestraat,haarlem,60.0,1250.00,2019-01-07 19:01:04.147301+00:00,huurwoningen,Appartement (Portiekflat),False
Assendelverstraat,haarlem,52.0,1195.00,2019-01-07 19:00:34.805104+00:00,huurwoningen,Appartement (Benedenwoning),False
Oudegracht,utrecht,60.0,1150.00,2019-02-21 16:02:36.444846+00:00,huurwoningen,Appartement (Bovenwoning),False
Bellevuelaan,haarlem,108.0,1125.00,2019-02-21 16:01:44.093970+00:00,huurwoningen,Appartement (Portiekflat),True
Einsteindreef,utrecht,70.0,1100.00,2019-01-07 19:03:16.654397+00:00,huurwoningen,Appartement (Portiekflat),False
Kwartelstraat,utrecht,60.0,1250.00,2018-12-30 17:12:31.368818+00:00,huurwoningen,Appartement (Bovenwoning),False
Nieuwegracht,utrecht,45.0,1195.00,2018-12-30 17:14:31.312911+00:00,huurwoningen,Appartement (Bovenwoning),False
Burgemeester Reigerstraat,utrecht,22.0,560.00,2018-12-30 17:16:35.786560+00:00,huurwoningen,Kamer (Kamer),False
Prinsengracht,amsterdam,40.0,900.00,2019-01-07 19:09:05.205613+00:00,jaap,Woonboot,True
Mauritsstraat,utrecht,60.0,1250.00,2018-12-30 17:19:01.371983+00:00,huurwoningen,Appartement (Bovenwoning),False
Kruisweg,utrecht,75.0,1230.00,2018-12-30 17:21:33.479412+00:00,huurwoningen,Appartement (Galerijflat),False
Amsterdamsestraatweg,utrecht,45.0,895.00,2019-02-21 16:02:52.048033+00:00,huurwoningen,Appartement (Galerijflat),True
Edmond Audranstraat,utrecht,54.0,950.00,2019-01-07 19:03:31.680462+00:00,huurwoningen,Appartement,False
Koppestokstraat,utrecht,55.0,1045.00,2019-01-07 19:03:40.003298+00:00,huurwoningen,Appartement (Bovenwoning),False
Aziëlaan,utrecht,56.0,899.00,2019-01-07 19:03:49.888838+00:00,huurwoningen,Appartement (Portiekflat),False
Adriaan Mulderstraat,utrecht,18.0,500.00,2019-01-04 02:23:29.388358+00:00,parius,Apart toilet,False
Tweede Atjehstraat,amsterdam,45.0,1250.00,2019-02-14 16:10:52.907679+00:00,huurstunt,Appartement,False
Johan de Meesterstraat,utrecht,60.0,1135.00,2019-02-16 18:42:54.986688+00:00,parius,Vloerbedekking: Laminaat,True
Sandinostraat,amsterdam,108.0,1076.00,2019-01-08 08:23:53.086053+00:00,parius,Apart toilet,False
Jan van Foreeststraat,utrecht,30.0,770.00,2019-01-08 19:31:34.976519+00:00,jaap,Appartement,False
Koningsweg,utrecht,65.0,964.00,2019-01-04 21:05:27.578981+00:00,parius,Tuin,True
Pieter Postpad 1,amsterdam,104.0,979.00,2018-12-30 17:24:37.385152+00:00,jaap,,False
Otterstraat,utrecht,18.0,485.00,2019-01-04 21:04:36.727665+00:00,parius,Parkeergelegenheid,False
Oude Groenmarkt,haarlem,68.0,1150.00,2019-02-14 16:11:21.937589+00:00,huurstunt,Appartement,False
Van Bijnkershoeklaan,utrecht,35.0,1050.00,2019-01-02 21:01:07.529960+00:00,huurwoningen,Appartement (Portiekflat),False
Potterstraat,utrecht,50.0,1200.00,2019-01-08 19:03:21.547002+00:00,huurwoningen,Appartement (Galerijflat),False
Potterstraat,utrecht,50.0,1200.00,2019-02-16 18:45:55.865394+00:00,parius,Parkeergelegenheid,True
Assendelverstraat,haarlem,52.0,1195.00,2019-01-08 08:43:19.723466+00:00,parius,Tuin,False
Oranjerivierdreef,utrecht,88.0,1050.00,2019-02-16 18:47:34.592689+00:00,parius,Begane grond,True
Dijkgraafplein,amsterdam,15.0,655.00,2019-01-03 22:44:12.423681+00:00,parius,Apart toilet,False
Moezeldreef,utrecht,60.0,1200.00,2019-02-14 16:12:26.781223+00:00,huurstunt,Appartement,False
Tweede Oosterparkstraat,amsterdam,12.0,450.00,2018-12-30 16:58:25.828705+00:00,huurwoningen,Kamer (Studentenkamer),True
Burgemeester Reigerstraat,utrecht,34.0,845.00,2019-02-14 16:12:38.005339+00:00,huurstunt,Appartement,False
Hoogstraat,haarlem,46.0,1250.00,2019-01-08 08:48:55.129330+00:00,parius,Tuin,False
Buys Ballotstraat,utrecht,57.0,1250.00,2019-01-08 09:01:58.796643+00:00,parius,Apart toilet,False
August Allebéplein,amsterdam,32.0,900.00,2019-02-14 16:00:25.455678+00:00,huurwoningen,Appartement (Studio),True
Potterstraat,utrecht,50.0,1200.00,2019-02-14 16:12:05.211591+00:00,huurstunt,Appartement,False
Hartingstraat,utrecht,65.0,1250.00,2019-02-14 16:12:20.575956+00:00,huurstunt,Appartement,False
Herengracht,amsterdam,20.0,750.00,2019-01-08 19:00:15.215131+00:00,huurwoningen,Appartement (Portiekflat),False
Leidsestraat,haarlem,48.0,895.00,2019-01-08 19:01:46.209865+00:00,huurwoningen,Appartement (Bovenwoning),False
Surinameweg,haarlem,,905.00,2019-01-08 19:01:25.244435+00:00,huurwoningen,Huis (Eengezinswoning),False
Amstelveenseweg,amsterdam,12.0,655.00,2019-01-08 19:00:05.745103+00:00,huurwoningen,Appartement (Portiekflat),False
Willem de Zwijgerlaan,amsterdam,150.0,1000.00,2019-01-08 19:00:28.641133+00:00,huurwoningen,Bedrijfsruimte,False
James Wattstraat,amsterdam,25.0,917.00,2019-01-08 19:00:37.967400+00:00,huurwoningen,Appartement (Galerijflat),False
Van Nijenrodeweg,amsterdam,40.0,1120.00,2019-01-08 19:00:49.391703+00:00,huurwoningen,Appartement (Portiekflat),False
Surinameweg,haarlem,,940.00,2019-01-08 19:01:11.827966+00:00,huurwoningen,Huis (Eengezinswoning),False
Jan Gijzenkade,haarlem,50.0,965.00,2019-01-08 19:01:37.729813+00:00,huurwoningen,Appartement (Bovenwoning),False
Hoge Larenseweg,hilversum,65.0,975.00,2019-02-05 23:42:50.262310+00:00,parius,Exclusief,True
De Bazellaan 39 Ii,haarlem,79.0,400.00,2018-12-30 17:33:16.195218+00:00,jaap,Woning,False
Johan Huizingalaan,amsterdam,89.0,1051.00,2019-02-05 22:27:14.112277+00:00,parius,Apart toilet,True
Amaliastraat,utrecht,40.0,865.00,2019-02-14 16:12:53.180704+00:00,huurstunt,Appartement,False
Zeeburgerkade,amsterdam,85.0,750.00,2018-12-30 16:58:41.534565+00:00,huurwoningen,Appartement,True
Linschotenstraat,haarlem,55.0,1075.00,2019-01-08 19:06:46.975626+00:00,parius,Tuin,True
Da Costastraat,amsterdam,30.0,1095.00,2019-01-14 01:45:13.328410+00:00,parius,Vloerbedekking: Laminaat,False
Sandenburg,haarlem,63.0,1125.00,2019-01-08 08:55:03.861399+00:00,parius,Vloerbedekking: Laminaat,False
Cornelis Evertsenstraat,utrecht,25.0,600.00,2019-01-08 19:25:03.177098+00:00,parius,Aparte douche,False
Orinocodreef,utrecht,120.0,1050.00,2019-02-14 16:02:05.879030+00:00,huurwoningen,Huis (Eengezinswoning),False
St.-ludgerusstraat 56,utrecht,30.0,998.00,2018-12-30 17:44:44.280095+00:00,jaap,,False
Amsterdamsestraatweg,utrecht,80.0,1250.00,2019-01-08 19:27:45.305769+00:00,jaap,Appartement,False
Burgemeester De Vlugtlaan,amsterdam,30.0,900.00,2019-02-05 22:33:40.718477+00:00,parius,Vloerbedekking: Laminaat,True
Surinameweg,haarlem,,905.00,2019-01-09 19:00:26.514353+00:00,huurwoningen,Huis (Eengezinswoning),False
Harry Koningsbergerstraat,amsterdam,31.0,1150.00,2019-01-29 23:05:10.176158+00:00,parius,Apart toilet,True
Wandelpad,hilversum,65.0,1025.00,2019-02-06 16:05:01.031305+00:00,huurwoningen,Appartement (Galerijflat),False
Surinameweg,haarlem,,940.00,2019-01-09 19:00:42.866419+00:00,huurwoningen,Huis (Eengezinswoning),False
Van Zeggelenstraat,haarlem,45.0,1050.00,2019-01-09 19:00:51.294740+00:00,huurwoningen,Appartement (Galerijflat),False
Weerdsingel W.Z.,utrecht,35.0,900.00,2019-01-09 19:02:31.077703+00:00,huurwoningen,Appartement (Portiekflat),False
Blauwkapelseweg,utrecht,45.0,750.00,2019-01-09 19:02:41.489013+00:00,huurwoningen,Appartement (Bovenwoning),False
Prinses Ireneplateau,utrecht,61.0,975.00,2019-01-09 19:02:55.891768+00:00,huurwoningen,Appartement (Maisonette),False
Sonny Rollinsstraat 0 Ong,utrecht,70.0,920.00,2018-12-30 17:47:50.504364+00:00,jaap,Bovenwoning,False
Colensostraat,haarlem,50.0,770.00,2019-01-29 23:21:10.370838+00:00,parius,Exclusief,True
Adriaanstraat 28 D,utrecht,28.0,745.00,2019-01-09 19:23:56.331763+00:00,jaap,Bovenwoning,False
Legmeerplein,amsterdam,18.0,945.00,2019-01-24 19:00:04.214622+00:00,huurwoningen,Kamer (Kamer),False
Kea Boumanstraat,amsterdam,20.0,1000.00,2019-01-29 23:00:50.049817+00:00,parius,Vloerbedekking: Laminaat,False
Biltstraat 119 2,utrecht,35.0,895.00,2019-01-09 19:23:34.949290+00:00,jaap,Benedenwoning,False
's-Gravendijkdreef,amsterdam,18.0,950.00,2019-02-05 22:28:08.039494+00:00,parius,Vloerbedekking: Laminaat,True
Surinameweg,haarlem,,905.00,2019-01-24 19:00:32.161840+00:00,huurwoningen,Huis (Eengezinswoning),False
Berckheijdestraat 22 Zw,haarlem,60.0,1250.00,2019-01-09 19:14:54.027492+00:00,jaap,Benedenwoning,False
Surinameweg,haarlem,,940.00,2019-01-24 19:00:42.637633+00:00,huurwoningen,Huis (Eengezinswoning),False
Fritz Dietrich Kahlenbergstraat 109,amsterdam,93.0,990.00,2019-02-18 16:03:05.793450+00:00,jaap,Appartement,True
Einsteindreef,utrecht,70.0,1100.00,2019-01-08 09:02:51.956308+00:00,parius,Exclusief,False
Leidsestraat,haarlem,48.0,895.00,2019-01-10 00:07:00.350296+00:00,parius,Exclusief,False
John Blankensteinstraat 106,amsterdam,60.0,920.00,2019-02-18 16:03:19.092370+00:00,jaap,Appartement,True
Keizersgracht,amsterdam,34.0,875.00,2019-01-29 22:59:29.750868+00:00,parius,Vloerbedekking: Laminaat,False
Parklaan,haarlem,14.0,500.00,2019-01-24 19:00:52.190893+00:00,huurwoningen,Kamer (Kamer),False
Paramariboplein 51 3,amsterdam,67.0,1200.00,2019-02-07 16:07:27.495578+00:00,jaap,Appartement,True
Bemuurde Weerd Oz 44,utrecht,176.0,760.00,2019-01-09 19:36:43.229947+00:00,jaap,Appartement,False
Lucasbolwerk,utrecht,40.0,1000.00,2019-02-14 16:13:16.861831+00:00,huurstunt,Appartement,False
Oude Groenmarkt,haarlem,68.0,1150.00,2019-02-13 16:05:39.728574+00:00,jaap,Appartement,False
Professor Van der Scheerstraat,haarlem,65.0,875.00,2019-01-10 19:00:41.873723+00:00,huurwoningen,Appartement (Galerijflat),False
Surinameweg,haarlem,,905.00,2019-01-10 19:00:48.354127+00:00,huurwoningen,Huis (Eengezinswoning),False
Merelstraat,hilversum,100.0,1200.00,2019-02-05 23:44:34.990573+00:00,parius,Tuin,True
Jan Van Zutphenlaan,utrecht,60.0,1095.00,2019-02-14 16:13:25.042413+00:00,huurstunt,Appartement,True
Lindengracht,amsterdam,30.0,1250.00,2019-01-10 19:00:04.706037+00:00,huurwoningen,Appartement (Studio),False
Surinameweg,haarlem,,940.00,2019-01-10 19:01:03.952248+00:00,huurwoningen,Huis (Eengezinswoning),False
Stuijvesantstraat,haarlem,50.0,1045.00,2019-01-10 19:01:18.384190+00:00,huurwoningen,Appartement (Galerijflat),False
Mijdrechtstraat,utrecht,85.0,1050.00,2019-01-10 19:03:16.505631+00:00,huurwoningen,Appartement (Benedenwoning),False
Brigantijnkade,amsterdam,20.0,925.00,2019-01-29 23:01:35.892511+00:00,parius,Vloerbedekking: Tegelvloer,True
Berlagestraat,utrecht,40.0,850.00,2019-01-30 17:20:28.735876+00:00,jaap,Bovenwoning,True
Rokin 60 -iv,amsterdam,41.0,1250.00,2019-01-10 19:06:41.752222+00:00,jaap,Woon-/winkelpand,False
Gildstraat,utrecht,45.0,1175.00,2019-01-10 19:03:22.724476+00:00,huurwoningen,Appartement (Benedenwoning),False
Van Nijenrodeweg 514,amsterdam,40.0,1120.00,2019-01-10 19:04:53.240236+00:00,jaap,Bovenwoning,False
Adriaanstraat,utrecht,28.0,745.00,2019-01-10 19:04:14.817611+00:00,huurwoningen,Appartement (Galerijflat),False
Biltstraat,utrecht,35.0,895.00,2019-01-10 19:04:02.434320+00:00,huurwoningen,Appartement (Galerijflat),False
Sarphatistraat,amsterdam,24.0,950.00,2019-01-29 23:01:58.342673+00:00,parius,Vloerbedekking: Hout,True
Wageningseberg,utrecht,80.0,1000.00,2019-01-10 19:03:51.938261+00:00,huurwoningen,Appartement (Galerijflat),False
Ondiep-Zuidzijde,utrecht,60.0,1150.00,2019-01-10 19:03:38.574815+00:00,huurwoningen,Appartement (Maisonette),False
Schapenkamp,hilversum,124.0,1050.00,2019-02-14 16:14:46.655082+00:00,huurstunt,Appartement,True
Ruysdaelkade 15 Iv,amsterdam,40.0,1250.00,2019-01-10 19:05:15.678986+00:00,jaap,Woning,False
Van Zeggelenstraat,haarlem,65.0,1250.00,2019-01-10 19:14:31.985440+00:00,jaap,Appartement,False
Julianaplein 19 -e,amsterdam,46.0,940.00,2019-01-24 19:09:14.479747+00:00,jaap,,False
Ruysdaelkade,amsterdam,0.0,1250.00,2019-01-10 19:07:08.707864+00:00,jaap,Studio,False
Jan Van Der Heijdenstraat,hilversum,60.0,1100.00,2019-02-14 16:15:01.946571+00:00,huurstunt,Appartement,True
Rijnenburglaan,utrecht,30.0,850.00,2019-01-04 21:03:35.487158+00:00,parius,Exclusief,True
Sandenburg,haarlem,63.0,1125.00,2019-01-10 19:16:58.121202+00:00,jaap,Benedenwoning,False
Brigantijnkade,amsterdam,20.0,895.00,2019-01-29 23:02:24.754443+00:00,parius,Airconditioning,True
Einsteindreef 27 A,utrecht,70.0,1100.00,2019-01-10 19:20:45.795957+00:00,jaap,Appartement,True
Orinocodreef 9 A,utrecht,120.0,1050.00,2019-02-14 16:07:25.817507+00:00,jaap,Tussenwoning,False
Cornelis Evertsenstraat,utrecht,25.0,600.00,2019-01-10 19:26:51.391144+00:00,jaap,Benedenwoning,False
Faas Wilkesstraat,amsterdam,73.0,1195.00,2019-01-11 08:33:15.183057+00:00,parius,Exclusief,False
Lindengracht,amsterdam,30.0,1250.00,2019-01-11 08:32:49.636568+00:00,parius,Vloerbedekking: Hout,False
Telderslaan,utrecht,75.0,1140.00,2018-12-30 22:03:44.638192+00:00,jaap,Appartement,True
Schoutenstraat,hilversum,40.0,895.00,2019-02-14 16:15:25.505393+00:00,huurstunt,Appartement,False
Burg Reigerstraat,utrecht,80.0,1150.00,2019-01-10 19:26:38.806359+00:00,jaap,Bovenwoning,False
Weerdsingel Wz,utrecht,35.0,900.00,2019-01-10 19:24:42.888043+00:00,jaap,Bovenwoning,False
Leemkuilen,hilversum,107.0,850.00,2019-02-14 16:15:17.294042+00:00,huurstunt,Huurwoning,False
Notebomenlaan,utrecht,70.0,1150.00,2019-01-10 19:26:31.683835+00:00,jaap,Bovenwoning,False
Bellamystraat,utrecht,27.0,667.00,2019-01-11 09:11:27.825246+00:00,parius,Tuin,False
Johan Huizingalaan,amsterdam,89.0,1051.00,2019-01-11 08:33:42.639806+00:00,parius,Apart toilet,False
Ruysdaelkade,amsterdam,40.0,1250.00,2019-01-11 08:46:03.113094+00:00,parius,Apart toilet,False
Utrechtse Heuvelrug,utrecht,113.0,1015.00,2018-12-30 22:08:13.261560+00:00,jaap,Eengezinswoning,True
Soestdijkerstraatweg,hilversum,20.0,500.00,2019-02-14 16:15:32.734918+00:00,huurstunt,Appartement,False
Herman Modedstraat,utrecht,20.0,716.00,2019-01-11 09:10:07.342577+00:00,parius,Begane grond,False
's-Gravendijkdreef,amsterdam,12.0,850.00,2019-02-05 22:28:39.456219+00:00,parius,Vloerbedekking: Laminaat,True
Nieuwe Doelenstraat,hilversum,53.0,1175.00,2019-02-05 23:45:30.885976+00:00,parius,Berging,True
Weerdsingel W.Z.,utrecht,35.0,900.00,2019-01-11 09:11:53.230669+00:00,parius,Exclusief,False
Surinameweg,haarlem,,940.00,2019-01-11 19:01:00.681673+00:00,huurwoningen,Huis (Eengezinswoning),False
Meibergdreef,amsterdam,27.0,550.00,2019-01-11 19:00:19.478833+00:00,huurwoningen,Appartement (Studio),False
Ruysdaelkade,amsterdam,40.0,1250.00,2019-01-11 19:00:05.074417+00:00,huurwoningen,Appartement (Galerijflat),False
Dijkgraafplein,amsterdam,15.0,655.00,2019-01-31 17:00:17.441256+00:00,huurwoningen,Kamer (Kamer),False
Adriaanstraat,utrecht,28.0,745.00,2019-01-11 09:12:19.889367+00:00,parius,Berging,False
Admiraal de Ruyterlaan 21,hilversum,70.0,995.00,2019-02-18 16:06:08.141909+00:00,jaap,,True
Tweede Atjehstraat,amsterdam,45.0,1250.00,2019-02-18 16:06:51.152875+00:00,huurstunt,Appartement,True
Surinameweg,haarlem,,905.00,2019-01-31 17:02:44.430122+00:00,huurwoningen,Huis (Eengezinswoning),False
Surinameweg,haarlem,,940.00,2019-01-31 17:02:57.765895+00:00,huurwoningen,Huis (Eengezinswoning),False
Oude Waal,amsterdam,50.0,1100.00,2019-02-18 16:06:59.405058+00:00,huurstunt,Studio,True
Surinameweg,haarlem,,905.00,2019-01-11 19:01:09.404818+00:00,huurwoningen,Huis (Eengezinswoning),False
Van Eysingalaan,utrecht,73.0,1250.00,2019-01-11 19:03:50.115251+00:00,huurwoningen,Appartement (Portiekflat),False
's-Gravendijkdreef,amsterdam,5.0,700.00,2019-02-05 22:29:01.883004+00:00,parius,Vloerbedekking: Laminaat,True
Van Lennepstraat,utrecht,55.0,1250.00,2019-01-11 19:03:39.695286+00:00,huurwoningen,Appartement (Portiekflat),False
Justus van Effenstraat,utrecht,23.0,685.00,2019-01-11 19:03:24.269661+00:00,huurwoningen,Appartement (Portiekflat),False
